Name,City,Attachments,Status,Gender,Your city,Employment status,Your employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Have you completed your higher education in Germany?,Your main technology,Just a few more general questions,Company size,Annual Brutto salary without bonus and stocks in EUR,Annual Brutto salary with bonus and stocks in EUR,Annual bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",About you (anonymously),Working hours per week
,Munich,,,,,Full-time employee,,Software Engineer,,18,5,Senior,,C# / .NET,,1,German,No,,,11-50,67000,70000,60000,30,,,,,,
,Munich,,,,,Full-time employee,,Tech Lead / Team Lead,,21,2,Lead,,PHP,"Javascript / Typescript,Angular,Docker,NodeJS",2,"English,German",No,,,101-1000,78000,78000,70000,29,,,,,,
,Munich,,,,,Full-time employee,,Product Manager,,10,1,Senior,,SQL,Other,1,English,No,,,1000+,75000,80000,,,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,17,4,Senior,,Java,,4,English,No,,,101-1000,80000,86000,82000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,10,3,Senior,,PHP,"PHP,SQL",2,English,No,,,51-100,110000,120000,90000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,4,2,Middle,,Java,"Python,SQL,Azure,Kubernetes,Docker",2,"English,Russian",No,,,101-1000,63000,86600,73400,30,,,,,,
,Munich,,,,,Full-time employee,,Network / Security Engineer / System Administrator,,13,1,Senior,,Other,"Python,Other",1,"English,Russian",No,,,101-1000,63000,63000,,30,,,,,,
,Munich,,,,,Full-time employee,,Mobile Developer,,6,3,Middle,,Kotlin,"Java / Scala,Kotlin,Javascript / Typescript",2,"English,German",No,,,101-1000,75000,82000,72000,30,,,,,,
,Munich,,,,,Full-time employee,,Scrum Master / Agile Coach,,12,12,Senior,,Other,,0,German,Yes,jira :),,1000+,126000,0,88000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,12,5,Senior,,Java,"Java / Scala,Kotlin",5,"English,German,Russian",No,,,11-50,80000,80000,80000,22,,,,,,
,Munich,,,,,Full-time employee,,DevOps,,5,5,Senior,,Go,"Python,PHP,Javascript / Typescript,SQL,Go,Kubernetes,Terraform,Docker",3,"English,German",No,,,101-1000,76000,76000,72000,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,12,3,Senior,,PHP,Kotlin,3,English,No,,,101-1000,70000,70000,70000,24,,,,,,
,Munich,,,,,Working student,,Software Engineer,,1,1,Junior,,Python,"Javascript / Typescript,AWS,SQL",0,"English,German",Yes,,,up to 10,14400,14400,,10,,,,,,
,Munich,,,,,Full-time employee,,Other,,5,0,Senior,,C / C++,Python,,English,Yes,,,1000+,92000,125000,,,,,,,,
,Munich,,,,,Full-time employee,,Other,CRM,0,0,Junior,,Other,Azure,0,"English,German",Yes,Dynamics 365,,1000+,40000,40000,,27,,,,,,
,Munich,,,,,Full-time employee,,Head / Principal / VP,,14,6,Lead,,Java,"Kotlin,Python,Javascript / Typescript,AWS,Kubernetes,Terraform,Docker",6,English,No,,,1000+,95000,101000,95000,30,,,,,,
,Munich,,,,,Full-time employee,,Backend Developer,,10,5,Middle,,JavaScript / Typescript,NodeJS,2,German,No,,,51-100,65000,65000,65000,27,,,,,,
,Munich,,,,,Self-employed (freelancer),,Software Engineer,,20,20,Senior,,Java,"Javascript / Typescript,AWS,Terraform",4,"English,German",Yes,,,1000+,,,,,80,2000,15,,,
,Munich,,,,,Full-time employee,,Tech Lead / Team Lead,,8,0,Lead,,C# / .NET,Javascript / Typescript,3,"English,Russian",No,,,51-100,44400,44400,,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,8,5,Lead,,C / C++,"SQL,Python,Docker,NodeJS",5,"German,English,Russian",No,,,101-1000,78000,78000,,28,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,10,2,Junior,,C / C++,"Python,C / C++,Javascript / Typescript,Go,SQL,Other",2,English,No,,,1000+,78000,107000,77500,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,7,4,Senior,,Kotlin,"Kotlin,Rust",0,English,No,,,1000+,100000,8000,,35,,,,,,
,Munich,,,,,Full-time employee,,Mobile Developer,,9,2,Senior,,Kotlin,"Java / Scala,Kotlin",2,English,No,,,1000+,73000,73000,66000,26,,,,,,
,Munich,,,,,Full-time employee,,Mobile Developer,,4,1,Senior,,Kotlin,"Java / Scala,Ruby",0,"English,Russian",No,,,101-1000,63000,63000,,30,,,,,,
,Munich,,,,,Working student,,Product Manager,,1,2,Junior,,Other,Other,2,"English,Russian",No,,,101-1000,30000,40000,20000,,,,,,,
,Munich,,,,,Full-time employee,,DevOps,,6,0,Middle,,Other,"Go,Kubernetes,Terraform,Docker,Other,Azure",0,"English,Russian",No,Kubernetes ,,11-50,65000,3000,,30,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,5,3,Middle,,Java,"Kotlin,Python,Go,AWS,Google Cloud,Kubernetes,Terraform,Docker,Angular,Javascript / Typescript",0,English,No,,,1000+,90000,124000,65000,30,,,,,,
,Munich,,,,,Full-time employee,,Tech Lead / Team Lead,,10,5,Lead,,JavaScript / Typescript,"Java / Scala,Python,Kotlin,Javascript / Typescript,NodeJS, React,Docker,Kubernetes",4,"English,German,Russian",No,,,1000+,105000,130000,100000,28,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,8,5,Senior,,Java," React,AWS,Kubernetes,Docker,Terraform,SQL",5,"English,Russian",No,,,51-100,84000,84000,79000,25,,,,,,
,Munich,,,,,Full-time employee,,DevOps,,10,3,Lead,,Java,"Google Cloud,Kubernetes,Docker",3,"Russian,English",No,,,101-1000,77000,77000,,25,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,1,1,Junior,,Java,"C / C++,SQL",1,English,No,,,1000+,75500,114500,100300,30,,,,,,
,Munich,,,,,Full-time employee,,DevOps,,19,3,Senior,,Other,"Azure,Kubernetes,Terraform,Docker,Python,AWS",0,"German,English",No,,,11-50,82000,86000,70000,30,,,,,,
,Munich,,,,,Full-time employee,,Product Manager,,3,3,Middle,,Other,"AWS,Azure,Kubernetes,Terraform,Docker",1,"German,English",Yes,,,1000+,65000,65000,65000,30,,,,,,
,Munich,,,,,Full-time employee,,Other,Technical writer,3,0,Senior,,Kotlin,"Python,Java / Scala",1,"English,Russian",No,,,101-1000,57000,57000,,25,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,9,1,Senior,,JavaScript / Typescript,"Javascript / Typescript, React,NodeJS,Angular,SQL,Docker",1,English,No,,,11-50,55000,55000,55000,25,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,10,6,Senior,,Kotlin,Java / Scala,1,"English,Russian",No,,,1000+,88400,101400,85000,24,,,,,,
,Munich,,,,,Full-time employee,,Other,Project Lead,16,15,Lead,,Scala,"Python,Docker",7,"English,German",Yes,,,1000+,100000,125000,110000,30,,,,,,
,Munich,,,,,Full-time employee,,Frontend Developer,,5,0,Middle,,JavaScript / Typescript,,0,English,No,,,101-1000,61020,61020,,28,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,12,12,Senior,,Kotlin,"Java / Scala,Python,SQL,AWS,Docker",5,"English,German,Russian",Yes,,,1000+,100000,100000,102000,40,,,,,,
,Munich,,,,,Full-time employee,,Engineering Manager,,10,10,Senior,,Scala,"Javascript / Typescript, React",0,English,Yes,,,101-1000,125000,125000,,28,,,,,,
,Munich,,,,,Full-time employee,,Software Engineer,,9,2,Senior,,Kotlin,"C / C++,Java / Scala",2,English,No,,,101-1000,89000,90000,86000,29,,,,,,
,Munich,,,,,Full-time employee,,Backend Developer,,9,8,Senior,,Java,"Javascript / Typescript, React,Go",5,"English,German,Russian",No,,,1000+,81986,81986,71301,30,,,,,,
,Munich,,,,,Self-employed (freelancer),,Software Engineer,,20,20,Senior,,C / C++,"Python,.NET,Docker,Other",15,German,No,,,up to 10,,,,,80,2000,15,,,
,Munich,,,,,Full-time employee,,Head / Principal / VP,,18,18,Head,,Java,"Kotlin,AWS,Terraform",0,"English,German,Russian",No,,,101-1000,140000,220000,100000,30,,,,,,
,Munich,,,,,Full-time employee,,Backend Developer,,6,2,Senior,,Go,"Kubernetes,Docker,Go,Python",2,"English,Russian",No,,,11-50,80000,80000,,,,,,,,
,Munich,,,,,Full-time employee,,Designer (UI/UX),,4,0,Middle,,Other,,0,English,No,Figma,,101-1000,65000,70000,,,,,,,,
,Munich,,,,,Full-time employee,,BI Developer / Data Engineer,,10,10,Senior,,SQL,"SQL,Other,AWS,Azure,Python,Java / Scala",1,"English,German",No,,,101-1000,72000,78000,68000,31,,,,,,
,Munich,,,,,Full-time employee,,Tech Lead / Team Lead,,15,6,Lead,,Java,Docker,3,"Russian,English",No,,,101-1000,90000,90000,90000,30,,,,,,
,Munich,,,,,Full-time employee,,Backend Developer,,5,2,Middle,,Java,"Kotlin,Terraform,AWS",0,"English,Russian",No,,,101-1000,75000,75000,,31,,,,,,
,Munich,,,,,Full-time employee,,Frontend Developer,,5,1,Senior,,JavaScript / Typescript,"Angular,NodeJS",1,English,No,,,1000+,70000,75000,60000,26,,,,,,
,Nuremberg,,,,,Full-time employee,,Other,IT project manager ,8,3,Middle,,Other,"SQL,Other",1,English,Yes,,,101-1000,50000,55000,43000,30,,,,,,
,Nuremberg,,,,,Full-time employee,,QA Engineer,,10,4,Senior,,Other,"Other,Docker",1,German,No,Java,,1000+,54000,54000,55000,30,,,,,,
,Nuremberg,,,,,Full-time employee,,QA Engineer,,8,2,Senior,,Java,Javascript / Typescript,2,English,No,,,1000+,72000,85000,62000,28,,,,,,
,Nuremberg,,,,,Full-time employee,,Other,Technology Specialist,11,5,Senior,,SAP / ABAP,"Azure,SAP / ABAP",2,English,No,,,1000+,138000,50000,145000,30,,,,,,
,Nuremberg,,,,,Full-time employee,,C-level (CTO / CEO / ...),,7,7,Other,C,PHP,"PHP,Javascript / Typescript,NodeJS,SQL,AWS,Kubernetes,Docker",0,"English,German",No,,,101-1000,140000,170000,,29,,,,,,
,Nuremberg,,,,,Full-time employee,,Backend Developer,,22,14,Senior,,C# / .NET,"Java / Scala,Docker,Kubernetes",3,"English,German",Yes,,,1000+,70000,70000,68000,30,,,,,,
,Regensburg,,,,,Full-time employee,,Product Manager,,9,9,Other,,C / C++,,4,"English,German",Yes,,,1000+,78000,83000,,30,,,,,,
,Regensburg,,,,,Full-time employee,,Backend Developer,,2,2,Junior,,C# / .NET,".NET,SQL,C# / .NET core",2,"English,German,Russian",Yes,,,1000+,32400,32400,32400,30,,,,,,
,Regensburg,,,,,Full-time employee,,Software / Solutions Architect,,10,10,Middle,,C# / .NET,SQL,7,German,No,,,51-100,66000,6000,72000,30,,,,,,
,Rosenheim,,,,,Full-time employee,,Product Manager,,5,2,Lead,,Python,Azure,2,English,No,,,1000+,90000,108000,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Software / Solutions Architect,,23,4,Lead,,Other,AWS,0,English,No,,,1000+,115000,17,80000,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Backend Developer,,21,3,Senior,,Go,"Javascript / Typescript, React,NodeJS,SQL",0,"English,Russian",No,,,11-50,65000,65000,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Software Engineer,,7,5,Middle,,C / C++,,3,"English,Russian",No,,,51-100,70000,70000,,,,,,,,
,Stuttgart,,,,,Full-time employee,,Other,,15,3,Senior,,SAP / ABAP,"SAP / ABAP,Azure,SQL",2,"English,German",No,,,1000+,80000,90000,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Mobile Developer,,4,3,Middle,,Swift,"Kubernetes,AWS,Kotlin",2,English,No,,,11-50,57500,1200,0,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Network / Security Engineer / System Administrator,,19,3,Senior,,Other,"Other,Azure",1,"German,English",No,Na,,1000+,77000,77000,72000,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Software Engineer,,3,3,Middle,,C / C++,"C / C++,SQL,Docker,Go",1,"English,German",Yes,,,1000+,59000,63000,,30,,,,,,
,Stuttgart,,,,,Part-time employee,,Scrum Master / Agile Coach,,7,3,Middle,,C / C++,,0,"Russian,German,English",No,,,101-1000,45000,45000,,30,,,,,,30
,Stuttgart,,,,,Full-time employee,,Software Engineer,,25,15,Middle,,C / C++,Python,5,"German,English,Russian",No,,,101-1000,82000,0,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Data Scientist,,2,0,Middle,,R,"Python,SQL,Azure",0,English,No,,,1000+,84000,9000,50000,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Software Engineer,,10,2,Middle,,C / C++,SQL,2,"English,Russian",No,,,101-1000,73000,80000,77000,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Frontend Developer,,1,1,Junior,,JavaScript / Typescript, React,1,German,No,,,101-1000,40000,40000,40000,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Software / Solutions Architect,,18,7,Lead,,SAP / ABAP,,5,"English,German",No,,,1000+,100000,30000,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Other,Researcher,10,2,Middle,,Python,"Java / Scala,Docker",1,English,Yes,,,101-1000,48000,49000,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Product Manager,,3,3,Middle,,Java,,3,"English,German",Yes,,,51-100,64800,67500,67500,29,,,,,,
,Stuttgart,,,,,Full-time employee,,Software Engineer,,1,1,Junior,,Python,"Javascript / Typescript,SQL,AWS,Docker",1,"English,German",Yes,,,1000+,58300,58300,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Backend Developer,,10,5,Lead,,Java,,,"English,German",No,,,101-1000,78000,82000,,,,,,,,
,Stuttgart,,,,,Full-time employee,,Software Engineer,,13,6,Lead,,Java,"Angular,SQL,AWS,Google Cloud,Kubernetes,Docker, React,Javascript / Typescript,Kotlin,Java / Scala",0,"English,German,Russian",No,,,101-1000,100000,0,88000,28,,,,,,
,Stuttgart,,,,,Full-time employee,,Software Engineer,,2,2,Junior,,C / C++,"Java / Scala,Python",2,English,No,,,11-50,51000,51000,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Other,Test Manager,14,2,Lead,,Other,,2,"English,German",No,People skills,,1000+,64000,72000,72000,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Other,Project manager ,13,13,Middle,,Other,,4,"English,German",Yes,,,1000+,103000,108000,100000,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Software Engineer,,7,2,Senior,,PHP,"PHP,Javascript / Typescript,NodeJS,SQL,Docker",0,English,No,,,11-50,65000,65000,50000,24,,,,,,
,Stuttgart,,,,,Full-time employee,,Data Scientist,,5,3,Senior,,Python,"Python,Azure,Docker",2,German,Yes,,,1000+,72000,85000,80000,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Frontend Developer,,8,1,Senior,,JavaScript / Typescript,"Javascript / Typescript,Other,NodeJS",1,English,No,,,101-1000,68000,68000,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Software Engineer,,6,1,Senior,,Other,,0,"English,German",No,,,1000+,72000,79000,,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Software Engineer,,15,5,Senior,,Other,Other,5,"English,German",No,,,1000+,90000,100000,92000,30,,,,,,
,Stuttgart,,,,,Full-time employee,,Backend Developer,,10,3,Senior,,C# / .NET,"Javascript / Typescript,Angular,.NET",2,English,No,,,101-1000,75000,75000,,30,,,,,,
,Wolfsburg,,,,,Full-time employee,,Software Engineer,,5,2,Senior,,Kotlin,"Java / Scala,Azure",2,English,No,,,101-1000,75000,79000,79000,25,,,,,,
,Wolfsburg,,,,,Working student,,Backend Developer,,2,0,Middle,,Python," React,SQL,Java / Scala",1,English,Yes,,,51-100,5600,6000,3000,30,,,,,,
,Wolfsburg,,,,,Full-time employee,,Software Engineer,,10,2,Senior,,Java,C / C++,2,"English,German,Russian",No,,,51-100,60000,65000,60000,30,,,,,,
,Wolfsburg,,,,,Full-time employee,,Software Engineer,,4,2,Middle,,Java,"SQL,Docker",2,English,No,,,101-1000,44400,45200,42000,30,,,,,,
,Other,,,,Berlin,Self-employed (freelancer),,Tech Lead / Team Lead,,15,0,Lead,,PHP,"Javascript / Typescript, React,NodeJS,SQL,AWS,Docker",5,"English,Russian",No,,,11-50,,,,,42,2500,14,0,,
,Other,,,,Trier,Full-time employee,,Software Engineer,,5,1,Senior,,Java,"Kubernetes,Docker",1,English,No,,,1000+,59000,59000,58000,30,,,,,,
,Other,,,,Amsterdam,Full-time employee,,Product Manager,,6,2,Senior,,Python,"SQL,Docker,AWS,Google Cloud,Kubernetes",,"English,Russian",Not relevant to me,,,101-1000,80000,85000,75000,28,,,,,,
,Other,,,,Mainz,Full-time employee,,Software Engineer,,25,6,Senior,,C / C++,,6,English,No,,,101-1000,70000,70000,,30,,,,,,
,Other,,,,Kempten,Full-time employee,,Backend Developer,,3,1,Middle,,C# / .NET,"C# / .NET core,Javascript / Typescript,.NET,SQL",1,"English,German",No,,,1000+,49000,49000,,28,,,,,,
,Other,,,,,Full-time employee,,Software Engineer,,3,3,Middle,,C# / .NET,"Javascript / Typescript,Angular",,English,Not relevant to me,,,11-50,65000,70000,,31,,,,,,
,Other,,,,Schleswig-Holstein,Full-time employee,,Software Engineer,,27,20,Senior,,C# / .NET,"C / C++,Javascript / Typescript",20,"English,German",No,,,101-1000,95000,105000,104000,30,,,,,,
,Other,,,,Augsburg,Full-time employee,,Network / Security Engineer / System Administrator,,10,4,Lead,,Other,"Azure,Other",10,English,No,Palo Alto; SDWAN,,1000+,73025,77050,68434,30,,,,,,
,Other,,,,Odessa,Self-employed (freelancer),,Backend Developer,,15,0,Senior,,Ruby,"Javascript / Typescript,SQL, React,Ruby,AWS,Kubernetes,Docker",,"English,Russian",No,,,101-1000,,,,,31.5,604,10,0,,
,Other,,,,Böblingen,Full-time employee,,DevOps,,7,1,Senior,,Other,"AWS,Docker,Terraform",1,"English,Russian",No,Groovy,,1000+,68000,68000,68000,30,,,,,,
,Other,,,,"Lindau (Bodensee), Insel",Full-time employee,,Software Engineer,,14,1,Senior,,C# / .NET,C / C++,1,"English,Russian",No,,,1000+,73000,80000,75000,30,,,,,,
,Other,,,,,Full-time employee,,ML Engineer,,15,5,Senior,,Python,"C / C++,SQL,Azure,Kubernetes,Docker",2,"English,Russian,German",No,,,101-1000,79000,115000,74000,30,,,,,,
,Other,,,,Vienna,Full-time employee,,Data Scientist,,13,4,Senior,,Python,"SQL,Azure",2,"English,Russian",No,,,1000+,77500,85000,85000,25,,,,,,
,Other,,,,Dresden ,Full-time employee,,Product Manager,,5,4,Middle,,Other,,0,"German,English",No,,,11-50,70000,75000,60000,30,,,,,,
,Other,,,,Braunschweig,Full-time employee,,DevOps,,4,2,Middle,,Java,"Python,AWS,Docker",2,"English,German",Yes,,,1000+,65000,69000,48000,30,,,,,,
,Other,,,,Dortmund,Full-time employee,,Backend Developer,,2,2,Junior,,Python,"NodeJS,Javascript / Typescript,Docker,SQL",1,German,Yes,,,11-50,50000,1500,,30,,,,,,
,Other,,,,Dortmund ,Full-time employee,,Backend Developer,,0,0,Junior,,PHP,,0,"English,German",No,,,101-1000,45000,45000,,28,,,,,,
,Other,,,,Erfurt,Full-time employee,,QA Engineer,,3,1,Middle,,JavaScript / Typescript,"Java / Scala,Angular,SQL",1,"English,German",No,,,11-50,55000,55000,30000,25,,,,,,
,Other,,,,,Full-time employee,,DevOps,,3,3,Senior,,Python,"Python,C / C++,Docker,Other",3,English,Yes,,,1000+,70000,70000,70000,30,,,,,,
,Other,,,,Lingen,Full-time employee,,Software Engineer,,8,8,Middle,,C / C++,"Python,Docker,Rust,Kubernetes",8,"German,English",Yes,,,1000+,68000,68000,65000,30,,,,,,
,Other,,,,"Kathmandu, Nepal",Working student,,Data Scientist,,2,0,Middle,,Python,"Python,Java / Scala,R,SQL,AWS,Other",0,English,No,,,101-1000,6000,1200,,65,,,,,,
,Other,,,,London,Full-time employee,,BI Developer / Data Engineer,,5,0,Senior,,Python,"Python,SQL,AWS,Kubernetes,Terraform,Docker,Other",1,English,Yes,,,101-1000,70000,70000,55000,26,,,,,,
,Other,,,,Sindelfingen ,Full-time employee,,Other,Automotive software developer ,4,4,Middle,,C / C++,Other,0,"English,German",Yes,,,1000+,74000,85000,,30,,,,,,
,Other,,,,Kathmandu,Full-time employee,,Backend Developer,,1,0,Junior,,Java,"Python,Kubernetes,Docker,SQL",0,English,Not relevant to me,,,101-1000,1200,0,,,,,,,,
,Other,,,,Wiesbaden,Full-time employee,,Other,Data Analyst,1,1,Junior,,Python,SQL,0,Russian,No,,,51-100,42000,42000,,21,,,,,,
,Other,,,,Mülheim,Full-time employee,,Other,Cloud Service Management Consultant,11,0,Middle,,Other,Azure,0,English,No,,,1000+,63500,3500,,28,,,,,,
,Other,,,,Ennepetal ,Full-time employee,,Software Engineer,,17,5,Senior,,Java,"Java / Scala,Kotlin,Go,AWS,Kubernetes,Docker,SQL",5,English,No,,,1000+,90000,90000,83000,30,,,,,,
,Other,,,,Freiburg,Full-time employee,,Software Engineer,,20,1,Senior,,SAP / ABAP,"Javascript / Typescript,SAP / ABAP",1,"German,English",No,,,101-1000,78000,84000,82500,30,,,,,,
,Other,,,,Jena,Full-time employee,,Software Engineer,,10,1,Middle,,Java,"Angular, React",0,"English,German",No,,,11-50,36000,36000,,25,,,,,,
,Other,,,,,Full-time employee,,Software Engineer,,23,2,Senior,,C / C++,"Java / Scala,Python",2,English,No,,,1000+,70000,80000,70000,30,,,,,,
,Other,,,,Würzburg,Working student,,Software Engineer,,0,0,Junior,,Java,"Docker,AWS,SQL",0,German,No,,,11-50,12240,12240,,11,,,,,,
,Other,,,,Leipzig,Full-time employee,,Software Engineer,,6,6,Middle,,PHP,Javascript / Typescript,3,"Russian,German,English",No,,,51-100,46000,46000,,,,,,,,
,Other,,,,Würzburg,Full-time employee,,Software Engineer,,4,4,Middle,,C# / .NET,"Java / Scala,SQL",4,German,Yes,,,11-50,42000,43000,42000,27,,,,,,
,Other,,,,Hannover,Full-time employee,,Software Engineer,,6,1,Junior,,Java,"Javascript / Typescript,Angular, React,NodeJS,SQL,AWS,Other",1,"German,English",No,,,101-1000,36000,37500,1500,30,,,,,,
,Other,,,,,Other,,QA Engineer,,4,4,Junior,,Python,"Docker,Python",0,German,Yes,,,51-100,38000,0,,,,,,,,
,Other,,,,,Full-time employee,,Other,System analyst,5,1,Middle,,Other,,0,English,No,,,11-50,40000,50000,,24,,,,,,
,Other,,,,Bremen,Full-time employee,,Other,Application Engineer,6,5,Middle,,C / C++,"Python,Java / Scala",4,German,Yes,,,11-50,54600,59000,56000,27,,,,,,
,Other,,,,,Other,,QA Engineer,,9,0,Senior,,Other,,,English,Not relevant to me,,,,50000,50000,,,,,,,,
,Other,,,,,Full-time employee,,Software Engineer,,4,4,Middle,,JavaScript / Typescript,NodeJS,,English,Yes,,,51-100,55000,60000,,28,,,,,,
,Other,,,,Rheine,Full-time employee,,Network / Security Engineer / System Administrator,,14,3,,,Python,"Other,Docker,Python",3,"Russian,German",Not relevant to me,,,51-100,42000,42000,,26,,,,,,
,Other,,,,,Founder,,Designer (UI/UX),,12,12,Lead,,JavaScript / Typescript,"Swift,Javascript / Typescript,Angular, React,NodeJS,SQL,AWS,Azure,Kubernetes,Docker,Terraform,Other,Java / Scala",4,"English,German",Yes,,,up to 10,60000,120000,100000,30,,,,,,
,Other,,,,bamberg,Full-time employee,,Software Engineer,,2,2,Middle,,Other,Other,1,German,Yes,vhdl,,11-50,45000,45000,45000,30,,,,,,
,Other,,,,Potsdam,Full-time employee,,Network / Security Engineer / System Administrator,,6,6,Middle,,Other,Other,6,German,Yes,Routing/Switching,,101-1000,40000,50000,,30,,,,,,
,Other,,,,Bremen,Full-time employee,,Software Engineer,,4,4,Senior,,JavaScript / Typescript,"PHP,SQL",4,German,Yes,,,11-50,45000,45000,45000,27,,,,,,
